id,pos_X,pos_Y
500,-4.33,-9.0
501,-5.2,-8.5
502,-6.06,-8.0
503,-4.33,-8.0
504,-7.79,-6.0
505,-8.66,-5.5
506,-6.93,-5.5
507,-7.79,-5.0
508,-8.66,-4.5
509,-6.93,-4.5
510,-7.79,-4.0
511,-8.66,-3.5
512,-6.93,-3.5
513,-5.2,-7.5
514,-6.06,-7.0
515,-4.33,-7.0
516,-5.2,-6.5
517,-6.06,-6.0
518,-4.33,-6.0
519,-5.2,-5.5
520,-6.06,-5.0
521,-4.33,-5.0
522,-10.39,-4.5
523,-11.26,-4.0
524,-9.53,-4.0
525,-10.39,-3.5
526,-11.26,-3.0
527,-9.53,-3.0
528,-10.39,-2.5
529,-11.26,-2.0
530,-9.53,-2.0
531,-7.79,-3.0
532,-8.66,-2.5
533,-6.93,-2.5
534,-7.79,-2.0
535,-8.66,-1.5
536,-6.93,-1.5
537,-7.79,-1.0
538,-8.66,-0.5
539,-6.93,-0.5
540,-7.79,-18.0
541,-8.66,-17.5
542,-9.53,-17.0
543,-8.66,-16.5
544,-10.39,-16.5
545,-9.53,-16.0
546,-8.66,-15.5
547,-9.53,-15.0
548,-9.53,-14.0
549,-7.79,-15.0
550,-8.66,-14.5
551,-6.93,-14.5
552,-7.79,-14.0
553,-8.66,-13.5
554,-6.93,-13.5
555,-7.79,-13.0
556,-8.66,-12.5
557,-6.93,-12.5
558,-7.79,-12.0
559,-8.66,-11.5
560,-6.93,-11.5
561,-7.79,-11.0
562,-8.66,-10.5
563,-6.93,-10.5
564,-7.79,-10.0
565,-8.66,-9.5
566,-6.93,-9.5
567,-7.79,-9.0
568,-8.66,-8.5
569,-6.93,-8.5
570,-7.79,-8.0
571,-8.66,-7.5
572,-6.93,-7.5
573,-7.79,-7.0
574,-8.66,-6.5
575,-6.93,-6.5
576,-11.26,-16.0
577,-10.39,-15.5
578,-11.26,-15.0
579,-10.39,-14.5
580,-12.12,-15.5
581,-12.99,-15.0
582,-12.12,-14.5
583,-11.26,-14.0
584,-12.12,-13.5
585,-10.39,-13.5
586,-11.26,-13.0
587,-9.53,-13.0
588,-10.39,-12.5
589,-11.26,-12.0
590,-9.53,-12.0
591,-10.39,-11.5
592,-11.26,-11.0
593,-9.53,-11.0
594,-10.39,-10.5
595,-11.26,-10.0
596,-9.53,-10.0
597,-10.39,-9.5
598,-11.26,-9.0
599,-9.53,-9.0
600,-10.39,-8.5
601,-11.26,-8.0
602,-9.53,-8.0
603,-10.39,-7.5
604,-11.26,-7.0
605,-9.53,-7.0
606,-10.39,-6.5
607,-11.26,-6.0
608,-9.53,-6.0
609,-10.39,-5.5
610,-11.26,-5.0
611,-9.53,-5.0
612,-12.99,-14.0
613,-13.86,-13.5
614,-12.99,-13.0
615,-12.12,-12.5
616,-14.72,-13.0
617,-13.86,-12.5
618,-14.72,-12.0
619,-15.59,-11.5
620,-14.72,-11.0
621,-12.99,-12.0
622,-13.86,-11.5
623,-12.12,-11.5
624,-12.99,-11.0
625,-13.86,-10.5
626,-12.12,-10.5
627,-12.99,-10.0
628,-13.86,-9.5
629,-12.12,-9.5
630,-16.45,-11.0
631,-15.59,-10.5
632,-16.45,-10.0
633,-17.32,-9.5
634,-14.72,-10.0
635,-15.59,-9.5
636,-14.72,-9.0
637,-15.59,-8.5
638,-14.72,-8.0
639,-12.99,-9.0
640,-13.86,-8.5
641,-12.12,-8.5
642,-12.99,-8.0
643,-13.86,-7.5
644,-12.12,-7.5
645,-12.99,-7.0
646,-13.86,-6.5
647,-12.12,-6.5
648,-12.99,-6.0
649,-13.86,-5.5
650,-12.12,-5.5
651,-12.99,-5.0
652,-13.86,-4.5
653,-12.12,-4.5
654,-12.99,-4.0
655,-13.86,-3.5
656,-12.12,-3.5
657,-12.99,-3.0
658,-13.86,-2.5
659,-12.12,-2.5
660,-12.99,-2.0
661,-13.86,-1.5
662,-12.12,-1.5
663,-12.99,-1.0
664,-13.86,-0.5
665,-12.12,-0.5
666,-15.59,-4.5
667,-16.45,-4.0
668,-14.72,-4.0
669,-15.59,-3.5
670,-16.45,-3.0
671,-14.72,-3.0
672,-15.59,-2.5
673,-16.45,-2.0
674,-14.72,-2.0
675,-15.59,-1.5
676,-16.45,-1.0
677,-14.72,-1.0
678,-15.59,-0.5
679,-16.45,0.0
680,-14.72,0.0
681,-15.59,0.5
682,-16.45,1.0
683,-14.72,1.0
684,-16.45,-9.0
685,-17.32,-8.5
686,-18.19,-8.0
687,-16.45,-8.0
688,-17.32,-7.5
689,-18.19,-7.0
690,-19.05,-6.5
691,-17.32,-6.5
692,-18.19,-6.0
693,-15.59,-7.5
694,-16.45,-7.0
695,-14.72,-7.0
696,-15.59,-6.5
697,-16.45,-6.0
698,-14.72,-6.0
699,-15.59,-5.5
700,-16.45,-5.0
701,-14.72,-5.0
702,-18.19,-3.0
703,-17.32,-3.5
704,-19.05,-3.5
705,-18.19,-4.0
706,-17.32,-4.5
707,-19.05,-4.5
708,-18.19,-5.0
709,-17.32,-5.5
710,-19.05,-5.5
711,-18.19,0.0
712,-17.32,-0.5
713,-19.05,-0.5
714,-18.19,-1.0
715,-17.32,-1.5
716,-19.05,-1.5
717,-18.19,-2.0
718,-17.32,-2.5
719,-19.05,-2.5
720,-18.19,6.0
721,-17.32,5.5
722,-19.05,5.5
723,-18.19,5.0
724,-17.32,4.5
725,-19.05,4.5
726,-18.19,4.0
727,-17.32,3.5
728,-19.05,3.5
729,-18.19,3.0
730,-17.32,2.5
731,-19.05,2.5
732,-18.19,2.0
733,-17.32,1.5
734,-19.05,1.5
735,-18.19,1.0
736,-17.32,0.5
737,-19.05,0.5
738,-15.59,4.5
739,-16.45,5.0
740,-14.72,5.0
741,-15.59,5.5
742,-16.45,6.0
743,-14.72,6.0
744,-15.59,6.5
745,-16.45,7.0
746,-14.72,7.0
747,-15.59,1.5
748,-16.45,2.0
749,-14.72,2.0
750,-15.59,2.5
751,-16.45,3.0
752,-14.72,3.0
753,-15.59,3.5
754,-16.45,4.0
755,-14.72,4.0
756,-12.99,9.0
757,-13.86,9.5
758,-12.12,9.5
759,-12.99,10.0
760,-13.86,10.5
761,-12.12,10.5
762,-12.99,11.0
763,-13.86,11.5
764,-12.12,11.5
765,-14.72,11.0
766,-14.72,12.0
767,-13.86,12.5
768,-14.72,13.0
769,-12.99,12.0
770,-12.12,12.5
771,-12.99,13.0
772,-13.86,13.5
773,-12.12,13.5
774,-15.59,7.5
775,-14.72,8.0
776,-15.59,8.5
777,-14.72,9.0
778,-15.59,9.5
779,-14.72,10.0
780,-15.59,10.5
781,-16.45,11.0
782,-15.59,11.5
783,-17.32,6.5
784,-18.19,7.0
785,-17.32,7.5
786,-18.19,8.0
787,-16.45,8.0
788,-17.32,8.5
789,-16.45,9.0
790,-17.32,9.5
791,-16.45,10.0
792,-10.39,10.5
793,-11.26,11.0
794,-9.53,11.0
795,-10.39,11.5
796,-11.26,12.0
797,-9.53,12.0
798,-10.39,12.5
799,-11.26,13.0
800,-9.53,13.0
801,-10.39,13.5
802,-11.26,14.0
803,-9.53,14.0
804,-10.39,14.5
805,-12.99,14.0
806,-12.12,14.5
807,-12.99,15.0
808,-11.26,15.0
809,-12.12,15.5
810,-10.39,7.5
811,-11.26,8.0
812,-9.53,8.0
813,-10.39,8.5
814,-11.26,9.0
815,-9.53,9.0
816,-10.39,9.5
817,-11.26,10.0
818,-9.53,10.0
819,-10.39,4.5
820,-11.26,5.0
821,-9.53,5.0
822,-10.39,5.5
823,-11.26,6.0
824,-9.53,6.0
825,-10.39,6.5
826,-11.26,7.0
827,-9.53,7.0
828,-12.99,6.0
829,-13.86,6.5
830,-12.12,6.5
831,-12.99,7.0
832,-13.86,7.5
833,-12.12,7.5
834,-12.99,8.0
835,-13.86,8.5
836,-12.12,8.5
837,-12.99,3.0
838,-13.86,3.5
839,-12.12,3.5
840,-12.99,4.0
841,-13.86,4.5
842,-12.12,4.5
843,-12.99,5.0
844,-13.86,5.5
845,-12.12,5.5
846,-10.39,1.5
847,-11.26,2.0
848,-9.53,2.0
849,-10.39,2.5
850,-11.26,3.0
851,-9.53,3.0
852,-10.39,3.5
853,-11.26,4.0
854,-9.53,4.0
855,-12.99,0.0
856,-13.86,0.5
857,-12.12,0.5
858,-12.99,1.0
859,-13.86,1.5
860,-12.12,1.5
861,-12.99,2.0
862,-13.86,2.5
863,-12.12,2.5
864,-6.93,15.5
865,-7.79,16.0
866,-6.93,16.5
867,-7.79,17.0
868,-8.66,17.5
869,-6.93,17.5
870,-7.79,18.0
871,-6.06,18.0
872,-6.93,18.5
873,-9.53,15.0
874,-8.66,15.5
875,-7.79,15.0
876,-8.66,16.5
877,-9.53,16.0
878,-11.26,16.0
879,-10.39,16.5
880,-10.39,15.5
881,-9.53,17.0
882,-7.79,12.0
883,-8.66,12.5
884,-6.93,12.5
885,-7.79,13.0
886,-8.66,13.5
887,-6.93,13.5
888,-7.79,14.0
889,-8.66,14.5
890,-6.93,14.5
891,-7.79,9.0
892,-8.66,9.5
893,-6.93,9.5
894,-7.79,10.0
895,-8.66,10.5
896,-6.93,10.5
897,-7.79,11.0
898,-8.66,11.5
899,-6.93,11.5
900,-7.79,6.0
901,-8.66,6.5
902,-6.93,6.5
903,-7.79,7.0
904,-8.66,7.5
905,-6.93,7.5
906,-7.79,8.0
907,-8.66,8.5
908,-6.93,8.5
909,-7.79,3.0
910,-8.66,3.5
911,-6.93,3.5
912,-7.79,4.0
913,-8.66,4.5
914,-6.93,4.5
915,-7.79,5.0
916,-8.66,5.5
917,-6.93,5.5
918,-7.79,0.0
919,-8.66,0.5
920,-6.93,0.5
921,-7.79,1.0
922,-8.66,1.5
923,-6.93,1.5
924,-7.79,2.0
925,-8.66,2.5
926,-6.93,2.5
927,-10.39,-1.5
928,-11.26,-1.0
929,-9.53,-1.0
930,-10.39,-0.5
931,-11.26,0.0
932,-9.53,0.0
933,-10.39,0.5
934,-11.26,1.0
935,-9.53,1.0
936,-5.2,16.5
937,-6.06,17.0
938,-4.33,17.0
939,-5.2,17.5
940,-4.33,18.0
941,-5.2,18.5
942,-3.46,18.5
943,-4.33,19.0
944,-3.46,19.5
945,-5.2,13.5
946,-6.06,14.0
947,-4.33,14.0
948,-5.2,14.5
949,-6.06,15.0
950,-4.33,15.0
951,-5.2,15.5
952,-6.06,16.0
953,-4.33,16.0
954,-5.2,10.5
955,-6.06,11.0
956,-4.33,11.0
957,-5.2,11.5
958,-6.06,12.0
959,-4.33,12.0
960,-5.2,12.5
961,-6.06,13.0
962,-4.33,13.0
963,-5.2,7.5
964,-6.06,8.0
965,-4.33,8.0
966,-5.2,8.5
967,-6.06,9.0
968,-4.33,9.0
969,-5.2,9.5
970,-6.06,10.0
971,-4.33,10.0
972,-5.2,4.5
973,-6.06,5.0
974,-4.33,5.0
975,-5.2,5.5
976,-6.06,6.0
977,-4.33,6.0
978,-5.2,6.5
979,-6.06,7.0
980,-4.33,7.0
981,-5.2,1.5
982,-6.06,2.0
983,-4.33,2.0
984,-5.2,2.5
985,-6.06,3.0
986,-4.33,3.0
987,-5.2,3.5
988,-6.06,4.0
989,-4.33,4.0
990,-2.6,3.0
991,-3.46,3.5
992,-1.73,3.5
993,-2.6,4.0
994,-3.46,4.5
995,-1.73,4.5
996,-2.6,5.0
997,-3.46,5.5
998,-1.73,5.5
999,-2.6,0.0
1000,-3.46,0.5
1001,-1.73,0.5
1002,-2.6,1.0
1003,-3.46,1.5
1004,-1.73,1.5
